CD_MAKE_VEH,CD_MODEL_VEH,CD_CLR_BDY_VEH_P,NB_YEAR_MFC_VEH,TOTAL
HONDA ,CBR50R,BLK,2026,2
HONDA ,CBR50R,RED,2025,1
HONDA ,CBR5R ,BLK,2025,1
HONDA ,CBR650,BLK,2025,3
HONDA ,CBR650,BLK,2026,11
HONDA ,CBR650,RED,2025,14
HONDA ,CBR650,RED,2026,8
HONDA ,CIVIC ,BLU,2026,3
HONDA ,CIVIC ,GRY,2025,2
HONDA ,CIVIC ,GRY,2026,1
HONDA ,CIVIC ,RED,2026,3
HONDA ,CIVIC ,WHI,2025,2
HONDA ,CIVIC ,WHI,2026,6
HONDA ,CL500 ,GRN,2026,1
HONDA ,CMX500,BLK,2025,1
HONDA ,CMX500,BLK,2026,4
HONDA ,CMX500,GRY,2025,1
HONDA ,CRF110,BLK,2025,1
HONDA ,CRF110,RED,2025,1
HONDA ,CRF300,RED,2025,8
HONDA ,CRF300,RED,2026,1
HONDA ,CRF450,RED,2025,1
HONDA ,CRF45L,RED,2026,1
HONDA ,CRV   ,BLK,2025,6
HONDA ,CRV   ,BLK,2026,9
HONDA ,CRV   ,BLU,2025,25
HONDA ,CRV   ,BLU,2026,9
HONDA ,CRV   ,GRY,2025,45
HONDA ,CRV   ,GRY,2026,14
HONDA ,CRV   ,RED,2025,33
HONDA ,CRV   ,RED,2026,16
HONDA ,CRV   ,SIL,2025,23
HONDA ,CRV   ,SIL,2026,5
HONDA ,CRV   ,WHI,2025,50
HONDA ,CRV   ,WHI,2026,17
HONDA ,CRV EH,BLK,2025,1
HONDA ,CRV EH,BLU,2026,2
HONDA ,CRV EH,GRY,2026,1
HONDA ,CRV EH,RED,2026,1
HONDA ,CRV EH,WHI,2026,1
HONDA ,CRV HE,BLK,2026,1
HONDA ,CRV HE,BLU,2025,2
HONDA ,CRV HE,BLU,2026,1
HONDA ,CRV HE,GRY,2025,4
HONDA ,CRV HE,RED,2025,1
HONDA ,CRV HE,RED,2026,2
HONDA ,CRV HE,WHI,2025,4
HONDA ,CRV HE,WHI,2026,1
HONDA ,CRV VT,BLK,2025,3
HONDA ,CRV VT,BLU,2025,1
HONDA ,CRV VT,GRY,2025,3
HONDA ,CRV VT,GRY,2026,1
HONDA ,CRV VT,RED,2025,2
HONDA ,CRV VT,SIL,2025,1
HONDA ,CRV VT,SIL,2026,2
HONDA ,CRV VT,WHI,2025,8
HONDA ,GB350 ,BLK,2025,2
HONDA ,GB350 ,GRY,2026,1
HONDA ,GB350 ,SIL,2025,1
HONDA ,GB350 ,WHI,2025,5
HONDA ,HONDA ,BLU,2025,1
HONDA ,HR VIX,RED,2025,1
HONDA ,HRV   ,GRN,2025,8
HONDA ,HRV   ,GRN,2026,8
HONDA ,HRV   ,GRY,2025,9
HONDA ,HRV   ,GRY,2026,24
HONDA ,HRV   ,RED,2025,9
HONDA ,HRV   ,RED,2026,5
HONDA ,HRV   ,SIL,2025,1
HONDA ,HRV   ,SIL,2026,6
HONDA ,HRV   ,WHI,2025,11
HONDA ,HRV   ,WHI,2026,20
HONDA ,HRV EH,GRN,2025,2
HONDA ,HRV EH,GRN,2026,1
HONDA ,HRV EH,GRY,2026,1
HONDA ,HRV EH,WHI,2025,2
HONDA ,HRV EH,WHI,2026,1
HONDA ,HRV HE,GRN,2026,1
HONDA ,HRV HE,RED,2026,1
HONDA ,HRV HE,WHI,2025,1
HONDA ,HRV HE,WHI,2026,1
HONDA ,HRV VI,GRY,2025,1
HONDA ,HRV VI,GRY,2026,4
HONDA ,HRV VI,RED,2025,2
HONDA ,HRV VI,WHI,2025,3
HONDA ,HZV   ,GRY,2025,1
HONDA ,NAVI  ,WHI,2026,1
HONDA ,NSR250,RED,2026,1
HONDA ,NSS350,GRY,2025,3
HONDA ,NVA110,GRN,2025,1
HONDA ,NVA110,PNK,2025,1
HONDA ,NX500 ,WHI,2025,2
HONDA ,NX500 ,WHI,2026,2
HONDA ,ODYSSE,WHI,2026,1
HONDA ,PCX   ,BLU,2025,1
HONDA ,PIONEE,BLK,2025,1
HONDA ,PIONEE,RED,2025,1
HONDA ,PRELUD,BLU,2026,1
HONDA ,SUPER ,PUR,2025,1
HONDA ,SXS100,RED,2026,1
HONDA ,XL750 ,BLK,2025,1
HONDA ,XL750 ,GRY,2025,2
HONDA ,XL750 ,WHI,2025,1
HONDA ,XL750S,BLK,2025,1
HONDA ,XL750S,WHI,2025,1
HONDA ,ZRV   ,BLK,2025,5
HONDA ,ZRV   ,GRN,2025,1
HONDA ,ZRV   ,GRY,2025,13
HONDA ,ZRV   ,MRN,2025,6
HONDA ,ZRV   ,RED,2025,6
HONDA ,ZRV   ,WHI,2025,11
HONDA ,ZRV EH,GRY,2025,2
HONDA ,ZRV VT,GRY,2025,4
HONDA ,ZRV VT,MRN,2025,4
HONDA ,ZRV VT,WHI,2025,2
HSQVRN,FE450 ,WHI,2025,1
HSQVRN,FE501 ,WHI,2025,1
HSQVRN,FS450 ,WHI,2026,1
HSQVRN,NORDEN,GRY,2025,1
HSQVRN,SP401 ,BLK,2025,1
HSQVRN,SVARTP,BLK,2025,1
HSQVRN,TE14  ,WHI,2026,1
HSQVRN,TE300 ,GRY,2025,1
HSQVRN,TE300 ,GRY,2026,2
HSQVRN,TE300 ,WHI,2026,1
HUSQVA,EXPEND,BLU,2026,1
HUSQVA,NORDEN,GRN,2025,1
HUSQVA,T300  ,WHI,2026,1
HYNDAI,ELEXI ,WHI,2026,1
HYNDAI,ELEXIO,BLK,2026,3
HYNDAI,ELEXIO,BLU,2026,3
HYNDAI,ELEXIO,GRY,2026,12
HYNDAI,ELEXIO,RED,2026,1
HYNDAI,ELEXIO,WHI,2026,16
HYNDAI,FORES ,WHI,2025,1
HYNDAI,I20   ,BLU,2025,4
HYNDAI,I20   ,GRY,2025,7
HYNDAI,I20   ,RED,2025,1
HYNDAI,I20   ,WHI,2025,1
HYNDAI,I20 N ,BLU,2025,1
HYNDAI,I20 N ,GRY,2025,1
HYNDAI,I30   ,BLK,2025,4
HYNDAI,I30   ,BLK,2026,4
HYNDAI,I30   ,BLU,2025,15
HYNDAI,I30   ,BLU,2026,7
HYNDAI,I30   ,GRY,2025,24
HYNDAI,I30   ,GRY,2026,25
HYNDAI,I30   ,RED,2025,3
HYNDAI,I30   ,WHI,2025,18
HYNDAI,I30   ,WHI,2026,20
HYNDAI,I30 HE,BLK,2026,1
HYNDAI,I30 HE,BLU,2026,7
HYNDAI,I30 HE,GRY,2025,1
HYNDAI,I30 HE,GRY,2026,10
HYNDAI,I30 HE,WHI,2025,3
HYNDAI,I30 HE,WHI,2026,1
HYNDAI,I30 N ,BLU,2025,1
HYNDAI,I30 N ,BLU,2026,1
HYNDAI,I30 N ,GRY,2025,1
HYNDAI,I30 N ,RED,2026,1
HYNDAI,I30 SE,BLK,2026,1
HYNDAI,I30 SE,BLU,2026,1
HYNDAI,I30 SE,GRY,2025,2
HYNDAI,I30 SE,GRY,2026,4
HYNDAI,I30 SE,WHI,2025,3
HYNDAI,I30N  ,BLU,2025,1
HYNDAI,ILOAD ,WHI,2026,1
HYNDAI,INSTER,BLK,2025,3
HYNDAI,INSTER,GRN,2026,2
HYNDAI,INSTER,KHA,2025,2
HYNDAI,INSTER,KHA,2026,1
HYNDAI,INSTER,SIL,2025,1
HYNDAI,INSTER,WHI,2025,12
HYNDAI,INSTER,YLW,2025,3
HYNDAI,IONIQ ,BLK,2025,1
HYNDAI,IONIQ ,BLU,2025,1
HYNDAI,IONIQ ,BLU,2026,1
HYNDAI,IONIQ ,GRN,2025,1
HYNDAI,IONIQ ,GRY,2025,5
HYNDAI,IONIQ ,GRY,2026,4
HYNDAI,IONIQ ,WHI,2025,5
HYNDAI,IONIQ ,WHI,2026,4
HYNDAI,IONIQ9,GRY,2025,1
HYNDAI,KONA  ,BLK,2025,27
HYNDAI,KONA  ,BLK,2026,13
HYNDAI,KONA  ,BLU,2025,17
HYNDAI,KONA  ,BLU,2026,30
HYNDAI,KONA  ,GRN,2025,25
HYNDAI,KONA  ,GRN,2026,92
HYNDAI,KONA  ,GRY,2025,45
HYNDAI,KONA  ,GRY,2026,55
HYNDAI,KONA  ,OGE,2026,2
HYNDAI,KONA  ,RED,2025,16
HYNDAI,KONA  ,RED,2026,29
HYNDAI,KONA  ,WHI,2025,55
HYNDAI,KONA  ,WHI,2026,85
HYNDAI,KONA  ,YLW,2026,4
HYNDAI,KONA C,GRN,2026,1
HYNDAI,KONA E,GRN,2026,2
HYNDAI,KONA E,GRY,2025,1
HYNDAI,KONA E,GRY,2026,3
HYNDAI,KONA E,RED,2026,2
HYNDAI,KONA E,WHI,2025,2
HYNDAI,KONA E,WHI,2026,5
HYNDAI,KONA H,BLK,2025,2
HYNDAI,KONA H,BLU,2025,3
HYNDAI,KONA H,BLU,2026,1
HYNDAI,KONA H,GRN,2025,5
HYNDAI,KONA H,GRN,2026,6
HYNDAI,KONA H,GRY,2025,8
HYNDAI,KONA H,GRY,2026,6
HYNDAI,KONA H,OGE,2025,1
HYNDAI,KONA H,RED,2025,1
HYNDAI,KONA H,RED,2026,2
HYNDAI,KONA H,WHI,2025,8
HYNDAI,KONA H,WHI,2026,11
HYNDAI,KONA N,WHI,2026,2
HYNDAI,KONA P,GRN,2026,3
HYNDAI,KONA P,GRY,2025,1
HYNDAI,KONA P,GRY,2026,2
HYNDAI,KONA P,WHI,2025,1
HYNDAI,KONA P,WHI,2026,2
HYNDAI,NX4 V4,SIL,2026,2
HYNDAI,PALISA,BLK,2025,4
HYNDAI,PALISA,BLK,2026,1
HYNDAI,PALISA,BLU,2025,4
HYNDAI,PALISA,BLU,2026,2
HYNDAI,PALISA,BRN,2025,1
HYNDAI,PALISA,BRN,2026,3
HYNDAI,PALISA,GRN,2026,5
HYNDAI,PALISA,GRY,2025,2
HYNDAI,PALISA,GRY,2026,1
HYNDAI,PALISA,SIL,2025,1
HYNDAI,PALISA,SIL,2026,3
HYNDAI,PALISA,WHI,2025,3
HYNDAI,PALISA,WHI,2026,2
HYNDAI,QX V5 ,SIL,2025,1
HYNDAI,SANTA ,BLK,2025,15
HYNDAI,SANTA ,BLK,2026,13
HYNDAI,SANTA ,BLU,2025,2
HYNDAI,SANTA ,BLU,2026,7
HYNDAI,SANTA ,BRN,2026,2
HYNDAI,SANTA ,BRZ,2025,3
HYNDAI,SANTA ,BRZ,2026,4
HYNDAI,SANTA ,CRM,2025,1
HYNDAI,SANTA ,CRM,2026,1
HYNDAI,SANTA ,GRN,2026,7
HYNDAI,SANTA ,GRY,2025,11
HYNDAI,SANTA ,GRY,2026,19
HYNDAI,SANTA ,OGE,2026,1
HYNDAI,SANTA ,SIL,2025,1
HYNDAI,SANTA ,SIL,2026,10
HYNDAI,SANTA ,WHI,2025,15
HYNDAI,SANTA ,WHI,2026,36
HYNDAI,SANTE ,BLK,2025,1
HYNDAI,SANTE ,BLK,2026,3
HYNDAI,SANTE ,BLU,2025,1
HYNDAI,SANTE ,GRN,2026,1
HYNDAI,SANTE ,WHI,2025,1
HYNDAI,SANTE ,WHI,2026,1
HYNDAI,SONATA,BLU,2026,2
HYNDAI,SONATA,GRY,2025,1
HYNDAI,SONATA,GRY,2026,1
HYNDAI,SONATA,SIL,2025,2
HYNDAI,SONATA,WHI,2025,1
HYNDAI,STARIA,BLK,2026,1
HYNDAI,STARIA,SIL,2025,2
HYNDAI,STARIA,SIL,2026,3
HYNDAI,STARIA,WHI,2025,21
HYNDAI,STARIA,WHI,2026,49
HYNDAI,SX2 V2,WHI,2025,1
HYNDAI,SX2 V3,WHI,2025,1
HYNDAI,TIGGO ,BLK,2025,1
HYNDAI,TUCON ,SIL,2026,1
HYNDAI,TUCSO ,BLU,2025,1
HYNDAI,TUCSON,BLK,2025,9
HYNDAI,TUCSON,BLK,2026,29
HYNDAI,TUCSON,BLU,2025,8
HYNDAI,TUCSON,BLU,2026,35
HYNDAI,TUCSON,BRZ,2026,17
HYNDAI,TUCSON,CRM,2026,1
HYNDAI,TUCSON,GRN,2025,4
HYNDAI,TUCSON,GRN,2026,6
HYNDAI,TUCSON,GRY,2025,17
HYNDAI,TUCSON,GRY,2026,116
HYNDAI,TUCSON,RED,2025,1
HYNDAI,TUCSON,RED,2026,21
HYNDAI,TUCSON,SIL,2025,2
HYNDAI,TUCSON,SIL,2026,35
HYNDAI,TUCSON,WHI,2025,14
HYNDAI,TUCSON,WHI,2026,146
HYNDAI,TUCSUN,GRY,2026,1
HYNDAI,TUSCON,BLK,2026,3
HYNDAI,TUSCON,BLU,2025,1
HYNDAI,TUSCON,BRZ,2026,1
HYNDAI,TUSCON,GRN,2025,1
HYNDAI,TUSCON,GRY,2026,1
HYNDAI,TUSCON,SIL,2026,8
HYNDAI,TUSCON,WHI,2026,13
HYNDAI,VENUE ,BLK,2025,3
HYNDAI,VENUE ,BLU,2025,9
HYNDAI,VENUE ,BLU,2026,2
HYNDAI,VENUE ,GRY,2025,6
HYNDAI,VENUE ,GRY,2026,12
HYNDAI,VENUE ,RED,2025,4
HYNDAI,VENUE ,SIL,2025,6
HYNDAI,VENUE ,SIL,2026,5
HYNDAI,VENUE ,WHI,2025,39
HYNDAI,VENUE ,WHI,2026,26
HYSTER,J1.8XN,YLW,2026,1
INDIAN,101 SC,RED,2025,1
INDIAN,CHIEFT,BLK,2025,1
INDIAN,PURSUI,RED,2026,1
INDIAN,PURSUI,WHI,2026,1
INDIAN,ROADMA,RED,2026,1
INDIAN,SCOUT ,BLK,2025,1
INDIAN,SCOUT ,BLK,2026,4
INDIAN,SCOUT ,WHI,2025,1
INDIAN,SPORT ,BLK,2026,1
INDIAN,SUPER ,BLK,2025,1
INEOS ,GRENAD,BEI,2025,1
INEOS ,GRENAD,BEI,2026,2
INEOS ,GRENAD,BLK,2025,1
INEOS ,GRENAD,BLK,2026,4
INEOS ,GRENAD,BLU,2026,1
INEOS ,GRENAD,GRN,2026,1
INEOS ,GRENAD,GRY,2025,2
INEOS ,GRENAD,GRY,2026,1
INEOS ,GRENAD,RED,2026,1
INEOS ,GRENAD,SIL,2026,1
INEOS ,IGXX  ,CRM,2026,1
INEOS ,IGXX  ,SIL,2026,1
INEOS ,MY26 5,CRM,2026,1
INEOS ,MY26 S,BLU,2026,1
INEOS ,MY26 S,GRY,2026,1
INEOS ,QMASTR,WHI,2026,1
ISUZU ,      ,RED,2026,1
ISUZU ,4X4 XT,WHI,2025,1
ISUZU ,AMAROK,GRY,2025,1
ISUZU ,D MAX ,BLK,2025,1
ISUZU ,D MAX ,BLK,2026,1
ISUZU ,D MAX ,GRY,2025,5
ISUZU ,D MAX ,RED,2025,1
ISUZU ,D MAX ,SIL,2025,1
ISUZU ,D MAX ,WHI,2025,19
ISUZU ,D MAX ,WHI,2026,5
ISUZU ,DMAX  ,BLK,2025,10
ISUZU ,DMAX  ,BLK,2026,2
ISUZU ,DMAX  ,BLU,2025,11
ISUZU ,DMAX  ,BLU,2026,2
ISUZU ,DMAX  ,GRY,2025,38
ISUZU ,DMAX  ,GRY,2026,31
ISUZU ,DMAX  ,OGE,2025,5
ISUZU ,DMAX  ,OGE,2026,2
ISUZU ,DMAX  ,RED,2025,5
ISUZU ,DMAX  ,RED,2026,3
ISUZU ,DMAX  ,SIL,2025,16
ISUZU ,DMAX  ,SIL,2026,14
ISUZU ,DMAX  ,WHI,2025,110
ISUZU ,DMAX  ,WHI,2026,72
ISUZU ,DMAX 4,BLK,2025,1
ISUZU ,DMAX 4,BLK,2026,1
ISUZU ,DMAX 4,GRY,2025,2
ISUZU ,DMAX 4,GRY,2026,3
ISUZU ,DMAX 4,SIL,2025,3
ISUZU ,DMAX 4,WHI,2025,6
ISUZU ,DMAX 4,WHI,2026,4
ISUZU ,DMAX B,BLK,2026,1
ISUZU ,DMAX B,GRY,2026,1
ISUZU ,DMAX B,WHI,2025,1
ISUZU ,DMAX C,GRY,2025,1
ISUZU ,DMAX C,GRY,2026,2
ISUZU ,DMAX C,SIL,2026,1
ISUZU ,DMAX L,GRY,2025,1
ISUZU ,DMAX L,GRY,2026,2
ISUZU ,DMAX L,SIL,2025,1
ISUZU ,DMAX L,WHI,2025,1
ISUZU ,DMAX L,WHI,2026,1
ISUZU ,DMAX S,BLK,2025,2
ISUZU ,DMAX S,WHI,2025,11
ISUZU ,DMAX S,WHI,2026,12
ISUZU ,DMAX X,BLU,2025,1
ISUZU ,DMAX X,GRY,2025,1
ISUZU ,DMAX X,GRY,2026,1
ISUZU ,DMAX X,SIL,2025,1
ISUZU ,DMAX X,SIL,2026,2
ISUZU ,DMAX X,WHI,2025,1
ISUZU ,DMAX X,WHI,2026,3
ISUZU ,FH FYH,WHI,2025,1
ISUZU ,FRD   ,WHI,2025,1
ISUZU ,FRR   ,WHI,2025,3
ISUZU ,FRR 11,WHI,2025,7
ISUZU ,FRR 11,WHI,2026,1
ISUZU ,FSD   ,WHI,2025,1
ISUZU ,FSD 14,WHI,2025,1
ISUZU ,FSR   ,BRN,2025,4
ISUZU ,FSR   ,WHI,2025,1
ISUZU ,FSR 14,WHI,2025,3
ISUZU ,FVD   ,WHI,2025,1
ISUZU ,FVD 17,BLU,2025,3
ISUZU ,FVD 17,WHI,2025,1
ISUZU ,FVL   ,GRN,2025,1
ISUZU ,FVL   ,WHI,2025,6
ISUZU ,FVL   ,WHI,2026,1
ISUZU ,FVL 26,WHI,2025,3
ISUZU ,FVL 26,WHI,2026,1
ISUZU ,FVR 17,WHI,2025,2
ISUZU ,FVZ   ,WHI,2025,1
ISUZU ,FXL 26,WHI,2025,1
ISUZU ,FXY 24,WHI,2025,2
ISUZU ,FXY 26,WHI,2026,1
ISUZU ,FXZ 24,WHI,2025,1
ISUZU ,FXZ 26,WHI,2026,1
ISUZU ,FYJ   ,WHI,2025,5
ISUZU ,FYJ 30,WHI,2025,8
ISUZU ,FYJ 32,WHI,2025,1
ISUZU ,MU X  ,BLK,2025,2
ISUZU ,MU X  ,GRY,2025,1
ISUZU ,MU X  ,GRY,2026,3
ISUZU ,MU X  ,RED,2025,1
ISUZU ,MU X  ,SIL,2025,1
ISUZU ,MU X  ,WHI,2025,2
ISUZU ,MU X  ,WHI,2026,2
ISUZU ,MUX   ,BLK,2025,13
ISUZU ,MUX   ,BLK,2026,15
ISUZU ,MUX   ,BLU,2025,2
ISUZU ,MUX   ,BLU,2026,6
ISUZU ,MUX   ,GRY,2025,34
ISUZU ,MUX   ,GRY,2026,31
ISUZU ,MUX   ,RED,2025,6
ISUZU ,MUX   ,RED,2026,2
ISUZU ,MUX   ,SIL,2025,24
ISUZU ,MUX   ,SIL,2026,16
ISUZU ,MUX   ,WHI,2025,32
ISUZU ,MUX   ,WHI,2026,34
ISUZU ,MUX 4X,GRY,2025,1
ISUZU ,MUX 4X,SIL,2025,2
ISUZU ,MUX 4X,WHI,2025,1
ISUZU ,MUX LS,BLU,2025,1
ISUZU ,MUX LS,GRY,2026,1
ISUZU ,MUX LS,SIL,2025,2
ISUZU ,MUX LS,WHI,2025,5
ISUZU ,MUX LS,WHI,2026,7
ISUZU ,MUX XT,BLK,2025,1
ISUZU ,MUX XT,BLK,2026,2
ISUZU ,MUX XT,SIL,2026,2
ISUZU ,MUX XT,WHI,2025,2
ISUZU ,MUX XT,WHI,2026,1
ISUZU ,NH NP ,WHI,2025,1
ISUZU ,NLR   ,BLK,2026,1
ISUZU ,NLR   ,WHI,2025,3
ISUZU ,NLR   ,WHI,2026,6
ISUZU ,NLR   ,YLW,2026,2
ISUZU ,NLR 45,GRY,2026,1
ISUZU ,NLR 45,WHI,2026,3
ISUZU ,NLR45 ,WHI,2026,1
ISUZU ,NMR   ,WHI,2025,1
ISUZU ,NMR   ,WHI,2026,1
ISUZU ,NNR   ,WHI,2025,7
ISUZU ,NNR   ,WHI,2026,16
ISUZU ,NNR 45,WHI,2025,4
ISUZU ,NNR 45,WHI,2026,8
ISUZU ,NPR   ,SIL,2026,2
ISUZU ,NPR   ,WHI,2025,3
ISUZU ,NPR 45,WHI,2025,1
ISUZU ,NPR 65,WHI,2025,1
ISUZU ,NPR 65,WHI,2026,1
ISUZU ,NPR 70,WHI,2025,1
ISUZU ,NPR 75,WHI,2025,2
ISUZU ,NPR88U,WHI,2026,1
ISUZU ,NPS   ,WHI,2025,1
ISUZU ,NPS 75,WHI,2025,1
ISUZU ,NQR   ,WHI,2025,3
ISUZU ,NQR   ,WHI,2026,4
ISUZU ,NQR 88,WHI,2025,2
ISUZU ,NQR88 ,WHI,2025,1
ISUZU ,NQS 80,WHI,2026,1
ISUZU ,WAG DM,WHI,2026,1
IVECO ,50C21 ,WHI,2025,1
IVECO ,70 21 ,SIL,2025,1
IVECO ,70 C21,SIL,2026,2
IVECO ,DAILY ,WHI,2025,5
IVECO ,DAILY ,WHI,2026,1
IVECO ,DAILY ,YLW,2025,1
IVECO ,EUROCA,WHI,2025,2
IVECO ,S WAY ,BLU,2025,2
IVECO ,SWAY  ,WHI,2025,2
J C B ,3CX CO,YLW,2026,1
J C B ,3CX PR,YLW,2026,2
J C B ,53260 ,YLW,2025,2
J C B ,54270 ,YLW,2025,2
J C B ,560-80,YLW,2026,1
J DEER,616R  ,GRN,2025,1
J DEER,6M 155,GRN,2025,1
J DEER,6M 200,GRN,2025,1
J DEER,6M 250,GRN,2025,1
J DEER,6M180 ,GRN,2026,1
J DEER,6R 155,GRN,2025,1
J DEER,6R 200,GRN,2025,1
J DEER,85410 ,GRN,2025,1
J DEER,8R 280,GRN,2025,1
J DEER,8R 370,GRN,2025,1
J DEER,8R370 ,GRN,2026,1
JAC   ,HAVEN ,BLK,2025,1
JAC   ,J5  SU,WHI,2026,1
JAC   ,JAC T9,WHI,2025,1
JAC   ,T9    ,BLK,2025,1
JAC   ,T9    ,BLU,2025,1
JAC   ,T9    ,GRY,2025,1
JAC   ,T9    ,GRY,2026,1
JAC   ,T9    ,RED,2025,2
JAC   ,T9 HAV,BLK,2025,1
JACOB ,SLF1  ,OGE,2026,1
JAECOO,J5    ,BLK,2025,1
JAECOO,J5    ,BLK,2026,33
JAECOO,J5    ,BLU,2026,47
JAECOO,J5    ,GRY,2025,2
JAECOO,J5    ,GRY,2026,39
JAECOO,J5    ,WHI,2025,1
JAECOO,J5    ,WHI,2026,39
JAECOO,J5  SU,BLK,2026,3
JAECOO,J5  SU,BLU,2026,2
JAECOO,J5  SU,GRY,2026,2
JAECOO,J5  SU,WHI,2026,10
JAECOO,J5 BEV,BLK,2026,2
JAECOO,J5 BEV,BLU,2026,7
JAECOO,J5 BEV,GRY,2026,2
JAECOO,J5 BEV,WHI,2026,9
JAECOO,J5 EV ,BLK,2026,6
JAECOO,J5 EV ,BLU,2026,4
JAECOO,J5 EV ,GRY,2026,5
JAECOO,J5 EV ,WHI,2026,5
JAECOO,J5 SUM,BLK,2026,10
JAECOO,J5 SUM,BLU,2026,18
JAECOO,J5 SUM,GRY,2026,12
JAECOO,J5 SUM,WHI,2026,13
JAECOO,J54 BE,GRY,2026,1
JAECOO,J7    ,BLK,2025,18
JAECOO,J7    ,BLK,2026,4
JAECOO,J7    ,BLU,2025,6
JAECOO,J7    ,GRN,2025,9
JAECOO,J7    ,GRN,2026,2
JAECOO,J7    ,SIL,2025,15
JAECOO,J7    ,SIL,2026,3
JAECOO,J7    ,WHI,2025,17
JAECOO,J7    ,WHI,2026,5
JAECOO,J7 RID,BLK,2025,2
JAECOO,J7 RID,BLU,2025,1
JAECOO,J7 RID,GRN,2025,1
JAECOO,J7 RID,WHI,2025,2
JAECOO,J7 RID,WHI,2026,1
JAECOO,J7 SHS,BLK,2026,1
JAECOO,J7 SUM,BLK,2025,8
JAECOO,J7 SUM,BLK,2026,2
JAECOO,J7 SUM,BLU,2025,1
JAECOO,J7 SUM,GRN,2025,4
JAECOO,J7 SUM,GRN,2026,1
JAECOO,J7 SUM,SIL,2025,5
JAECOO,J7 SUM,WHI,2025,5
JAECOO,J7 SUM,WHI,2026,1
JAECOO,J7 TRA,BLK,2025,1
JAECOO,J7 TRA,BLK,2026,2
JAECOO,J7 TRA,BLU,2025,1
JAECOO,J7 TRA,GRN,2025,2
JAECOO,J7 TRA,GRN,2026,5
JAECOO,J7 TRA,SIL,2025,1
JAECOO,J7 TRA,WHI,2025,1
JAECOO,J7 TRA,WHI,2026,2
JAECOO,J8    ,BLK,2025,2
JAECOO,J8    ,BLU,2025,3
JAECOO,J8    ,SIL,2025,2
JAECOO,J8    ,WHI,2025,3
JAECOO,J8    ,WHI,2026,1
JAECOO,J8 RID,BLK,2025,2
JAECOO,J8 RID,BLU,2025,1
JAECOO,J8 RID,SIL,2025,1
JAECOO,J8 RID,WHI,2025,1
JAECOO,JAECOO,BLK,2025,1
JAECOO,JAECOO,GRN,2025,1
JAECOO,JAECOO,GRY,2026,1
JAECOO,MY25 J,GRN,2025,1
JAECOO,MY25 O,GRY,2025,1
JAECOO,OMODA ,BLK,2025,1
JAECOO,OMODA ,GRY,2025,3
JAECOO,OMODA ,WHI,2025,2
JEEP  ,COMPAS,BLK,2026,1
JEEP  ,COMPAS,GRN,2025,4
JEEP  ,GLADIA,BLK,2025,1
JEEP  ,GLADIA,GRY,2026,1
JEEP  ,GLADIA,WHI,2026,2
JEEP  ,RUBICO,GRY,2026,1
JEEP  ,WRANGL,BLK,2025,2
JEEP  ,WRANGL,BLK,2026,1
JEEP  ,WRANGL,BLU,2026,1
JEEP  ,WRANGL,GRY,2026,3
K T M ,1390 S,BLK,2026,1
K T M ,1390 S,WHI,2026,1
K T M ,1390AD,BLU,2025,1
K T M ,1390AD,OGE,2025,1
K T M ,1390AD,OGE,2026,1
K T M ,1390SD,BLK,2025,1
K T M ,250 EX,OGE,2025,1
K T M ,300 EX,OGE,2025,3
K T M ,300EXC,OGE,2025,6
K T M ,300EXC,OGE,2026,4
K T M ,350 EX,OGE,2025,1
K T M ,350 EX,WHI,2025,1
K T M ,350EXC,OGE,2025,2
K T M ,35EXCF,OGE,2025,1
K T M ,390ADV,OGE,2025,2
K T M ,390ADV,OGE,2026,1
K T M ,390ADV,WHI,2025,2
K T M ,390ADV,WHI,2026,1
K T M ,390DUK,BLU,2025,1
K T M ,390END,OGE,2025,1
K T M ,400SX ,OGE,2026,1
K T M ,450EXC,OGE,2025,3
K T M ,45EXCF,OGE,2025,2
K T M ,45EXCF,WHI,2025,1
K T M ,500EXC,OGE,2025,1
K T M ,500EXC,OGE,2026,1
K T M ,990 RC,BLK,2026,1
K T M ,DK390 ,BLU,2025,1
KAWASA,EL450A,RED,2025,1
KAWASA,EL450A,RED,2026,1
KAWASA,EN650B,BLK,2025,2
KAWASA,EN650B,BLK,2026,1
KAWASA,EN650B,BLU,2025,1
KAWASA,EN650B,GRY,2025,4
KAWASA,EN650B,SIL,2025,1
KAWASA,EN650D,BLK,2026,1
KAWASA,ER500E,GRN,2025,1
KAWASA,ER500F,BLK,2026,2
KAWASA,ER500F,GRN,2025,1
KAWASA,ER65ML,GRY,2025,1
KAWASA,ER65SL,BLK,2025,1
KAWASA,ER6NLA,BLK,2025,1
KAWASA,EX400G,BLK,2026,2
KAWASA,EX500G,BLK,2026,14
KAWASA,EX500G,GRN,2025,3
KAWASA,EX500G,WHI,2025,3
KAWASA,EX500G,WHI,2026,7
KAWASA,EX500J,BLK,2026,1
KAWASA,EX650L,GRN,2026,3
KAWASA,EX650S,GRN,2025,1
KAWASA,KAF700,GRN,2026,1
KAWASA,KL650 ,BLK,2025,1
KAWASA,KL650E,GRN,2026,1
KAWASA,KLR650,GRN,2025,1
KAWASA,KLX150,BLK,2025,2
KAWASA,KLX150,BLK,2026,1
KAWASA,KLX250,GRN,2025,1
KAWASA,KLX300,GRN,2026,2
KAWASA,KX    ,GRN,2026,1
